28883,28.883,26.368273
28505,28.505,31.782
27555,27.555,23.98
25981,25.981,1.05739963
28009,28.009,
27521,27.521,
25969,25.969,
28463,28.463,
28472,28.472,
27072,27.072,
27530,27.53,
26469,26.469,
26536,26.536,
26488,26.488,
26990,26.99,
26239,26.239,
28019,28.019,
28443,28.443,
31782,31.782,
27558,27.558,
27088,27.088,
25552,25.552,
27098,27.098,
27383,27.383,
26995,26.995,
26510,26.51,
27500,27.5,
26665,26.665,
25989,25.989,
26500,26.5,
27585,27.585,
26607,26.607,
27562,27.562,
26112,26.112,
26560,26.56,
26527,26.527,
25497,25.497,
26050,26.05,
25565,25.565,
25992,25.992,
25002,25.002,
26489,26.489,
26032,26.032,
26496,26.496,
26985,26.985,
26656,26.656,
25980,25.98,
25564,25.564,
26996,26.996,
27186,27.186,
26028,26.028,
27168,27.168,
25554,25.554,
27002,27.002,
26338,26.338,
26032,26.032,
25800,25.8,
26052,26.052,
27619,27.619,
25009,25.009,
26756,26.756,
27116,27.116,
29014,29.014,
26498,26.498,
27068,27.068,
27924,27.924,
27380,27.38,
28444,28.444,
26994,26.994,
27678,27.678,
27978,27.978,
27988,27.988,
27121,27.121,
26067,26.067,
28536,28.536,
25808,25.808,
27011,27.011,
28130,28.13,
26019,26.019,
25685,25.685,
27015,27.015,
26518,26.518,
27558,27.558,
24992,24.992,
25511,25.511,
25012,25.012,
24556,24.556,
27018,27.018,
25537,25.537,
26976,26.976,
28394,28.394,
28499,28.499,
26967,26.967,
27617,27.617,
28131,28.131,
27004,27.004,
26375,26.375,
25967,25.967,
27504,27.504,
26005,26.005,
25839,25.839,
26500,26.5,
25721,25.721,
25977,25.977,
26590,26.59,
25674,25.674,
26558,26.558,
25065,25.065,
25763,25.763,
24981,24.981,
27461,27.461,
25994,25.994,
26513,26.513,
26072,26.072,
26034,26.034,
25030,25.03,
24995,24.995,
24965,24.965,
24985,24.985,
27585,27.585,
25973,25.973,
27256,27.256,
25967,25.967,
26597,26.597,
26003,26.003,
25471,25.471,
29516,29.516,
25977,25.977,
25490,25.49,
27967,27.967,
26569,26.569,
25944,25.944,
27580,27.58,
24969,24.969,
28065,28.065,
27389,27.389,
26183,26.183,
25539,25.539,
26162,26.162,
24973,24.973,
27045,27.045,
26413,26.413,
26028,26.028,
25510,25.51,
27036,27.036,
27756,27.756,
26717,26.717,
26585,26.585,
28578,28.578,
25158,25.158,
26567,26.567,
26188,26.188,
25594,25.594,
25475,25.475,
27170,27.17,
27058,27.058,
25630,25.63,
30091,30.091,
27208,27.208,
28543,28.543,
28613,28.613,
25973,25.973,
27664,27.664,
26226,26.226,
26085,26.085,
26320,26.32,
26113,26.113,
25040,25.04,
27673,27.673,
25772,25.772,
30054,30.054,
25883,25.883,
26351,26.351,
25712,25.712,
25969,25.969,
25053,25.053,
27667,27.667,
24557,24.557,
26480,26.48,
24964,24.964,
24590,24.59,
25011,25.011,
26123,26.123,
25196,25.196,
25019,25.019,
26541,26.541,
26168,26.168,
25968,25.968,
25513,25.513,
26288,26.288,
25447,25.447,
24987,24.987,
26387,26.387,
25990,25.99,
25478,25.478,
25982,25.982,
27705,27.705,
27462,27.462,
27286,27.286,
25958,25.958,
26004,26.004,
27044,27.044,
26194,26.194,
27001,27.001,
26963,26.963,
26627,26.627,
28086,28.086,
27130,27.13,
26572,26.572,
24988,24.988,
24931,24.931,
26211,26.211,
26658,26.658,
26108,26.108,
25593,25.593,
25337,25.337,
28126,28.126,
26720,26.72,
27529,27.529,
25002,25.002,
26558,26.558,
25979,25.979,
26602,26.602,
25152,25.152,
24600,24.6,
26196,26.196,
25605,25.605,
25980,25.98,
25853,25.853,
26063,26.063,
26427,26.427,
28102,28.102,
28098,28.098,
27213,27.213,
25990,25.99,
25516,25.516,
26403,26.403,
27034,27.034,
26197,26.197,
26566,26.566,
24985,24.985,
25633,25.633,
26169,26.169,
25553,25.553,
26014,26.014,
27590,27.59,
28619,28.619,
26978,26.978,
26757,26.757,
26069,26.069,
26583,26.583,
28216,28.216,
26582,26.582,
