5488,5.488,5.590461
5716,5.716,9.581
6004,6.004,3.986
5770,5.77,0.563899866
4974,4.974,
4997,4.997,
6523,6.523,
5997,5.997,
5984,5.984,
7053,7.053,
6002,6.002,
5991,5.991,
5489,5.489,
4984,4.984,
6006,6.006,
4978,4.978,
5996,5.996,
5490,5.49,
6499,6.499,
5999,5.999,
4985,4.985,
5501,5.501,
4985,4.985,
6807,6.807,
5495,5.495,
5497,5.497,
5495,5.495,
6485,6.485,
6012,6.012,
5488,5.488,
5496,5.496,
6493,6.493,
5494,5.494,
5497,5.497,
5488,5.488,
5495,5.495,
6003,6.003,
6508,6.508,
5525,5.525,
5215,5.215,
5519,5.519,
6047,6.047,
5982,5.982,
5058,5.058,
5972,5.972,
5553,5.553,
4982,4.982,
6568,6.568,
5501,5.501,
7012,7.012,
7579,7.579,
6487,6.487,
6012,6.012,
7558,7.558,
5980,5.98,
6010,6.01,
5982,5.982,
6446,6.446,
5192,5.192,
5937,5.937,
5498,5.498,
4983,4.983,
5522,5.522,
5979,5.979,
5495,5.495,
4983,4.983,
5496,5.496,
4983,4.983,
5565,5.565,
4982,4.982,
5503,5.503,
3986,3.986,
4990,4.99,
5998,5.998,
4985,4.985,
4983,4.983,
6009,6.009,
5164,5.164,
4983,4.983,
5531,5.531,
4982,4.982,
5498,5.498,
5980,5.98,
5568,5.568,
4982,4.982,
5496,5.496,
5979,5.979,
5497,5.497,
4983,4.983,
6526,6.526,
5488,5.488,
5489,5.489,
4983,4.983,
5031,5.031,
5496,5.496,
4983,4.983,
6656,6.656,
4983,4.983,
5494,5.494,
5980,5.98,
5573,5.573,
6005,6.005,
5547,5.547,
4983,4.983,
5522,5.522,
4983,4.983,
5497,5.497,
3986,3.986,
7501,7.501,
5670,5.67,
6228,6.228,
5592,5.592,
5081,5.081,
5684,5.684,
5581,5.581,
5023,5.023,
5401,5.401,
5605,5.605,
6541,6.541,
4984,4.984,
5497,5.497,
5747,5.747,
5529,5.529,
5979,5.979,
5495,5.495,
5980,5.98,
4997,4.997,
4982,4.982,
5010,5.01,
4984,4.984,
4991,4.991,
5488,5.488,
6029,6.029,
5533,5.533,
4983,4.983,
6350,6.35,
4983,4.983,
6492,6.492,
4983,4.983,
6609,6.609,
4984,4.984,
5497,5.497,
4983,4.983,
6489,6.489,
5993,5.993,
4984,4.984,
6483,6.483,
5979,5.979,
6067,6.067,
4939,4.939,
5498,5.498,
5979,5.979,
5538,5.538,
4983,4.983,
6558,6.558,
5486,5.486,
5026,5.026,
5488,5.488,
5993,5.993,
5691,5.691,
5486,5.486,
6482,6.482,
9086,9.086,
9581,9.581,
6979,6.979,
6679,6.679,
7481,7.481,
5993,5.993,
