12979,12.63226,12.979
13462,15.009,13.462
14458,10.993,14.458
14959,0.685625274,14.959
13459,,13.459
12463,,12.463
13058,,13.058
12970,,12.97
13458,,13.458
12463,,12.463
12965,,12.965
12465,,12.465
12462,,12.462
13021,,13.021
12748,,12.748
13106,,13.106
13813,,13.813
12500,,12.5
12537,,12.537
11737,,11.737
13115,,13.115
13147,,13.147
12504,,12.504
11541,,11.541
12510,,12.51
13105,,13.105
13023,,13.023
13479,,13.479
13473,,13.473
13638,,13.638
12462,,12.462
11989,,11.989
12470,,12.47
13008,,13.008
11543,,11.543
12474,,12.474
11512,,11.512
12473,,12.473
12507,,12.507
13040,,13.04
13470,,13.47
14546,,14.546
13034,,13.034
13473,,13.473
13523,,13.523
12473,,12.473
13007,,13.007
13517,,13.517
12513,,12.513
13508,,13.508
11475,,11.475
13027,,13.027
13513,,13.513
12544,,12.544
12004,,12.004
12082,,12.082
12610,,12.61
12993,,12.993
12581,,12.581
13536,,13.536
13308,,13.308
12564,,12.564
14466,,14.466
13145,,13.145
12471,,12.471
13116,,13.116
12720,,12.72
12482,,12.482
12526,,12.526
14392,,14.392
12994,,12.994
13016,,13.016
12559,,12.559
12559,,12.559
12477,,12.477
12510,,12.51
13055,,13.055
12475,,12.475
12574,,12.574
12472,,12.472
11518,,11.518
12243,,12.243
13472,,13.472
13703,,13.703
12497,,12.497
13331,,13.331
13991,,13.991
12473,,12.473
13140,,13.14
13346,,13.346
13082,,13.082
12999,,12.999
12062,,12.062
13545,,13.545
13504,,13.504
12473,,12.473
13014,,13.014
12520,,12.52
12472,,12.472
12514,,12.514
12623,,12.623
12503,,12.503
12523,,12.523
13469,,13.469
14064,,14.064
13055,,13.055
13469,,13.469
12505,,12.505
12027,,12.027
13002,,13.002
13653,,13.653
13550,,13.55
13005,,13.005
13102,,13.102
12516,,12.516
12513,,12.513
12471,,12.471
12497,,12.497
11977,,11.977
12510,,12.51
11669,,11.669
11811,,11.811
12121,,12.121
12571,,12.571
12578,,12.578
11503,,11.503
12469,,12.469
12715,,12.715
12475,,12.475
13181,,13.181
11511,,11.511
12478,,12.478
11924,,11.924
12462,,12.462
12500,,12.5
12561,,12.561
12470,,12.47
11633,,11.633
12471,,12.471
12507,,12.507
12141,,12.141
13470,,13.47
12739,,12.739
13469,,13.469
12654,,12.654
12603,,12.603
12433,,12.433
14663,,14.663
12535,,12.535
11508,,11.508
12483,,12.483
11511,,11.511
13468,,13.468
12579,,12.579
11480,,11.48
12029,,12.029
12507,,12.507
12488,,12.488
12507,,12.507
12844,,12.844
13500,,13.5
12513,,12.513
13470,,13.47
13009,,13.009
12556,,12.556
13469,,13.469
11539,,11.539
12480,,12.48
13025,,13.025
12545,,12.545
12473,,12.473
13472,,13.472
13077,,13.077
12578,,12.578
12476,,12.476
12544,,12.544
12475,,12.475
12038,,12.038
12596,,12.596
12433,,12.433
12507,,12.507
11478,,11.478
11517,,11.517
12948,,12.948
12901,,12.901
12567,,12.567
12480,,12.48
11513,,11.513
13009,,13.009
12469,,12.469
11510,,11.51
12469,,12.469
12489,,12.489
11494,,11.494
13026,,13.026
12508,,12.508
12472,,12.472
12471,,12.471
12505,,12.505
11984,,11.984
14112,,14.112
12508,,12.508
12479,,12.479
11507,,11.507
11516,,11.516
12469,,12.469
12495,,12.495
12472,,12.472
12515,,12.515
12636,,12.636
12437,,12.437
12537,,12.537
12476,,12.476
12471,,12.471
12015,,12.015
12530,,12.53
13469,,13.469
12085,,12.085
12471,,12.471
14298,,14.298
13014,,13.014
12612,,12.612
10994,,10.994
13013,,13.013
14463,,14.463
12766,,12.766
12471,,12.471
13073,,13.073
12705,,12.705
